22.4	0.000
22.5	0.001
22.6	0.003
22.7	0.007
22.8	0.018
22.9	0.038
23	0.075
23.1	0.134
23.2	0.219
23.3	0.330
23.4	0.457
23.5	0.589
23.6	0.711
23.7	0.812
23.8	0.886
23.9	0.932
24	0.950
24.1	0.944
24.2	0.912
24.3	0.851
24.4	0.763
24.5	0.650
24.6	0.521
24.7	0.389
24.8	0.270
24.9	0.172
25	0.100
25.1	0.053
25.2	0.026
25.3	0.011
25.4	0.005
25.5	0.002
25.6	0.001
25.7	0.000

