2	6.4828766428
3	2.1952713232
4	1.6237269309
5	1.4165796551
6	1.3115454447
7	1.2484473544
8	1.2064631137
9	1.1765543415
10	1.1541830261
11	1.1368264262
12	1.1229722472
13	1.1116596258
14	1.1022491604
15	1.0942990304
16	1.0874942409
17	1.0816042111
18	1.0764562994
19	1.0719186969
20	1.0678890382

