0.0 -3.141592653589793 0.0
0.02 -3.141592653589793 2.400307726328812E-17
0.04 -3.141592653589793 4.800615452657624E-17
0.06 -3.141592653589793 7.200923178986436E-17
0.08 -3.141592653589793 9.601230905315247E-17
0.1 -3.141592653589793 1.200153863164406E-16
0.12 -3.141592653589793 1.4401846357972871E-16
0.14 -3.141592653589793 1.6802154084301683E-16
0.16 -3.141592653589793 1.9202461810630495E-16
0.18 -3.141592653589793 2.1602769536959307E-16
0.2 -3.141592653589793 2.400307726328812E-16
0.22 -3.141592653589793 2.640338498961693E-16
0.24 -3.141592653589793 2.8803692715945743E-16
0.26 -3.141592653589793 3.1204000442274555E-16
0.28 -3.141592653589793 3.3604308168603367E-16
0.3 -3.141592653589793 3.600461589493218E-16
0.32 -3.141592653589793 3.840492362126099E-16
0.34 -3.141592653589793 4.08052313475898E-16
0.36 -3.141592653589793 4.3205539073918614E-16
0.38 -3.141592653589793 4.560584680024743E-16
0.4 -3.141592653589793 4.800615452657624E-16
0.42 -3.141592653589793 5.040646225290505E-16
0.44 -3.141592653589793 5.280676997923386E-16
0.46 -3.141592653589793 5.520707770556267E-16
0.48 -3.141592653589793 5.760738543189149E-16
0.5 -3.141592653589793 6.00076931582203E-16
0.52 -3.141592653589793 6.240800088454911E-16
0.54 -3.141592653589793 6.480830861087792E-16
0.56 -3.141592653589793 6.720861633720673E-16
0.58 -3.141592653589793 6.960892406353555E-16
0.6 -3.141592653589793 7.200923178986436E-16
0.62 -3.141592653589793 7.440953951619317E-16
0.64 -3.141592653589793 7.680984724252198E-16
0.66 -3.141592653589793 7.921015496885079E-16
0.68 -3.141592653589793 8.16104626951796E-16
0.7 -3.141592653589793 8.401077042150842E-16
0.72 -3.141592653589793 8.641107814783723E-16
0.74 -3.141592653589793 8.881138587416604E-16
0.76 -3.141592653589793 9.121169360049485E-16
0.78 -3.141592653589793 9.361200132682366E-16
0.8 -3.141592653589793 9.601230905315247E-16
0.82 -3.141592653589793 9.841261677948128E-16
0.84 -3.141592653589793 1.008129245058101E-15
0.86 -3.141592653589793 1.0321323223213891E-15
0.88 -3.141592653589793 1.0561353995846772E-15
0.9 -3.141592653589793 1.0801384768479654E-15
0.92 -3.141592653589793 1.1041415541112535E-15
0.94 -3.141592653589793 1.1281446313745416E-15
0.96 -3.141592653589793 1.1521477086378297E-15
0.98 -3.141592653589793 1.1761507859011178E-15
1.0 -3.141592653589793 1.200153863164406E-15
1.02 -3.141592653589793 1.224156940427694E-15
1.04 -3.141592653589793 1.2481600176909822E-15
1.06 -3.141592653589793 1.2721630949542703E-15
1.08 -3.141592653589793 1.2961661722175584E-15
1.1 -3.141592653589793 1.3201692494808465E-15
1.12 -3.141592653589793 1.3441723267441347E-15
1.14 -3.141592653589793 1.3681754040074228E-15
1.16 -3.141592653589793 1.392178481270711E-15
1.18 -3.141592653589793 1.416181558533999E-15
1.2 -3.141592653589793 1.4401846357972871E-15
1.22 -3.141592653589793 1.4641877130605753E-15
1.24 -3.141592653589793 1.4881907903238634E-15
1.26 -3.141592653589793 1.5121938675871515E-15
1.28 -3.141592653589793 1.5361969448504396E-15
1.3 -3.141592653589793 1.5602000221137277E-15
1.32 -3.141592653589793 1.5842030993770159E-15
1.34 -3.141592653589793 1.608206176640304E-15
1.36 -3.141592653589793 1.632209253903592E-15
1.38 -3.141592653589793 1.6562123311668802E-15
1.4 -3.141592653589793 1.6802154084301683E-15
1.42 -3.141592653589793 1.7042184856934565E-15
1.44 -3.141592653589793 1.7282215629567446E-15
1.46 -3.141592653589793 1.7522246402200327E-15
1.48 -3.141592653589793 1.7762277174833208E-15
1.5 -3.141592653589793 1.8002307947466087E-15
1.52 -3.141592653589793 1.824233872009897E-15
1.54 -3.141592653589793 1.8482369492731854E-15
1.56 -3.141592653589793 1.8722400265364737E-15
1.58 -3.141592653589793 1.896243103799762E-15
1.6 -3.141592653589793 1.9202461810630503E-15
1.62 -3.141592653589793 1.9442492583263386E-15
1.64 -3.141592653589793 1.968252335589627E-15
1.66 -3.141592653589793 1.9922554128529153E-15
1.68 -3.141592653589793 2.0162584901162036E-15
1.7 -3.141592653589793 2.040261567379492E-15
1.72 -3.141592653589793 2.0642646446427802E-15
1.74 -3.141592653589793 2.0882677219060685E-15
1.76 -3.141592653589793 2.112270799169357E-15
1.78 -3.141592653589793 2.136273876432645E-15
1.8 -3.141592653589793 2.1602769536959335E-15
1.82 -3.141592653589793 2.1842800309592218E-15
1.84 -3.141592653589793 2.20828310822251E-15
1.86 -3.141592653589793 2.2322861854857984E-15
1.88 -3.141592653589793 2.2562892627490867E-15
1.9 -3.141592653589793 2.280292340012375E-15
1.92 -3.141592653589793 2.3042954172756634E-15
1.94 -3.141592653589793 2.3282984945389517E-15
1.96 -3.141592653589793 2.35230157180224E-15
1.98 -3.141592653589793 2.3763046490655283E-15
2.0 -3.141592653589793 2.4003077263288166E-15
2.02 -3.141592653589793 2.424310803592105E-15
2.04 -3.141592653589793 2.4483138808553933E-15
2.06 -3.141592653589793 2.4723169581186816E-15
2.08 -3.141592653589793 2.49632003538197E-15
2.1 -3.141592653589793 2.5203231126452582E-15
2.12 -3.141592653589793 2.5443261899085465E-15
2.14 -3.141592653589793 2.568329267171835E-15
2.16 -3.141592653589793 2.592332344435123E-15
2.18 -3.141592653589793 2.6163354216984115E-15
2.2 -3.141592653589793 2.6403384989616998E-15
2.22 -3.141592653589793 2.664341576224988E-15
2.24 -3.141592653589793 2.6883446534882764E-15
2.26 -3.141592653589793 2.7123477307515647E-15
